x_pos, x_pwm, x_speed
925, 53.620274, 3236.246
926, 53.618282, 2433.09
926, 53.61633, 2433.09
926, 53.614414, 2433.09
927, 53.59764, 3257.3289
927, 53.581192, 3257.3289
928, 53.493317, 4878.049
928, 53.40714, 4878.049
928, 53.322643, 4878.049
929, 53.306194, 3257.3289
929, 53.289745, 3257.3289
929, 53.273296, 3257.3289
930, 53.257084, 3236.246
930, 53.241493, 3236.246
931, 53.155315, 4878.049
931, 53.069138, 4878.049
931, 52.98296, 4878.049
932, 52.96651, 3257.3289
932, 52.95006, 3257.3289
932, 52.933937, 3257.3289
933, 52.917446, 3246.7534
933, 52.900955, 3246.7534
934, 52.814518, 4854.369
934, 52.72975, 4854.369
934, 52.64664, 4854.369
935, 52.63024, 3267.9739
935, 52.613514, 3267.9739
935, 52.59646, 3267.9739
936, 52.579685, 3257.3289
936, 52.563236, 3257.3289
936, 52.546787, 3257.3289
937, 52.530296, 3246.7534
937, 52.513805, 3246.7534
937, 52.497314, 3246.7534
938, 52.481102, 3236.246
938, 52.465202, 3236.246
938, 52.449303, 3236.246
939, 52.43281, 3246.7534
939, 52.416954, 3246.7534
939, 52.400784, 3246.7534
940, 52.384293, 3246.7534
940, 52.368122, 3246.7534
940, 52.35195, 3246.7534
941, 52.335503, 3257.3289
941, 52.31873, 3257.3289
941, 52.302605, 3257.3289
941, 52.28583, 3257.3289
942, 52.28388, 2433.09
942, 52.281963, 2433.09
942, 52.28005, 2433.09
943, 52.26337, 3278.6885
943, 52.246693, 3278.6885
943, 52.229683, 3278.6885
944, 52.21347, 3236.246
944, 52.19788, 3236.246
945, 52.1826, 3236.246
945, 52.16592, 3278.6885
945, 52.149242, 3278.6885
946, 52.062805, 4854.369
946, 51.979694, 4854.369
946, 51.894928, 4854.369
947, 51.878437, 3246.7534
947, 51.861946, 3246.7534
947, 51.845455, 3246.7534
948, 51.829243, 3236.246
948, 51.813343, 3236.246
949, 51.727165, 4878.049
949, 51.640987, 4878.049
949, 51.553112, 4878.049
950, 51.53634, 3257.3289
950, 51.51989, 3257.3289
950, 51.503765, 3257.3289
951, 51.487316, 3257.3289
951, 51.470543, 3257.3289
951, 51.45377, 3257.3289
952, 51.4376, 3246.7534
952, 51.42174, 3246.7534
952, 51.405884, 3246.7534
953, 51.38911, 3257.3289
953, 51.37266, 3257.3289
953, 51.356537, 3257.3289
953, 51.340088, 3257.3289
954, 51.338097, 2433.09
954, 51.336143, 2433.09
954, 51.33419, 2433.09
955, 51.31774, 3257.3289
955, 51.301292, 3257.3289
955, 51.284843, 3257.3289
956, 51.268394, 3257.3289
956, 51.266457, 2427.1846
956, 51.264557, 2427.1846
956, 51.26262, 2427.1846
957, 51.24645, 3246.7534
957, 51.230278, 3246.7534
957, 51.214108, 3246.7534
958, 51.197617, 3246.7534
958, 51.181126, 3246.7534
958, 51.164635, 3246.7534
958, 51.148464, 3246.7534
959, 51.146526, 2427.1846
959, 51.144627, 2427.1846
959, 51.142727, 2427.1846
960, 51.126514, 3236.246
960, 51.110615, 3236.246
961, 51.02274, 4878.049
961, 50.938244, 4878.049
961, 50.85375, 4878.049
962, 50.83702, 3267.9739
962, 50.820293, 3267.9739
962, 50.803238, 3267.9739
963, 50.786747, 3246.7534
963, 50.770256, 3246.7534
963, 50.754086, 3246.7534
964, 50.738144, 3225.8064
964, 50.72251, 3225.8064
964, 50.707184, 3225.8064
965, 50.69097, 3236.246
965, 50.67538, 3236.246
965, 50.65979, 3236.246
966, 50.64278, 3278.6885
966, 50.62577, 3278.6885
966, 50.60876, 3278.6885
966, 50.59175, 3278.6885
967, 50.58969, 2444.9878
967, 50.58763, 2444.9878
967, 50.58557, 2444.9878
968, 50.569122, 3257.3289
968, 50.552673, 3257.3289
968, 50.536224, 3257.3289
969, 50.520325, 3236.246
969, 50.504425, 3236.246
969, 50.488834, 3236.246
969, 50.472935, 3236.246
970, 50.47089, 2439.0244
970, 50.468884, 2439.0244
970, 50.466877, 2439.0244
970, 50.46487, 2439.0244
971, 50.462917, 2433.09
971, 50.461002, 2433.09
971, 50.459087, 2433.09
972, 50.44264, 3257.3289
972, 50.42619, 3257.3289
972, 50.40974, 3257.3289
972, 50.393616, 3257.3289
973, 50.391624, 2433.09
973, 50.38967, 2433.09
973, 50.387756, 2433.09
973, 50.38584, 2433.09
974, 50.383766, 2450.9805
974, 50.38165, 2450.9805
974, 50.37953, 2450.9805
975, 50.36304, 3246.7534
975, 50.34687, 3246.7534
975, 50.331013, 3246.7534
976, 50.31452, 3246.7534
976, 50.29835, 3246.7534
976, 50.282494, 3246.7534
977, 50.266045, 3257.3289
977, 50.249596, 3257.3289
977, 50.233147, 3257.3289
977, 50.216698, 3257.3289
978, 50.21476, 2427.1846
978, 50.2129, 2427.1846
978, 50.211075, 2427.1846
979, 50.1943, 3257.3289
979, 50.178493, 3257.3289
979, 50.162045, 3257.3289
980, 50.145554, 3246.7534
980, 50.129063, 3246.7534
980, 50.112892, 3246.7534
981, 50.09695, 3225.8064
981, 50.081318, 3225.8064
981, 50.065376, 3225.8064
981, 50.049435, 3225.8064
982, 50.047497, 2427.1846
982, 50.045597, 2427.1846
982, 50.043697, 2427.1846
982, 50.041798, 2427.1846
983, 50.03986, 2427.1846
983, 50.03796, 2427.1846
983, 50.03606, 2427.1846
983, 50.03416, 2427.1846
984, 50.032154, 2439.0244
984, 50.03011, 2439.0244
984, 50.028145, 2439.0244
984, 50.02614, 2439.0244
985, 50.024185, 2433.09
985, 50.02227, 2433.09
985, 50.020355, 2433.09
985, 50.01844, 2433.09
986, 50.016323, 2450.9805
986, 50.014164, 2450.9805
986, 50.012047, 2450.9805
986, 50.00993, 2450.9805
987, 50.007977, 2433.09
987, 50.00606, 2433.09
987, 50.004147, 2433.09
987, 50.00223, 2433.09
988, 50.000114, 2450.9805
988, 49.997955, 2450.9805
988, 49.995796, 2450.9805
989, 49.979584, 3236.246
989, 49.963684, 3236.246
989, 49.947784, 3236.246
990, 49.931293, 3246.7534
990, 49.914803, 3246.7534
990, 49.89831, 3246.7534
991, 49.88214, 3246.7534
991, 49.86597, 3246.7534
991, 49.850113, 3246.7534
991, 49.833942, 3246.7534
992, 49.83195, 2433.09
992, 49.830036, 2433.09
992, 49.82812, 2433.09
993, 49.811443, 3278.6885
993, 49.794434, 3278.6885
993, 49.777424, 3278.6885
994, 49.76121, 3236.246
994, 49.74562, 3236.246
994, 49.73003, 3236.246
994, 49.71444, 3236.246
995, 49.712322, 2450.9805
995, 49.710163, 2450.9805
995, 49.708004, 2450.9805
995, 49.705845, 2450.9805
996, 49.703907, 2427.1846
996, 49.702007, 2427.1846
996, 49.700108, 2427.1846
997, 49.683617, 3246.7534
997, 49.667446, 3246.7534
997, 49.651276, 3246.7534
997, 49.634785, 3246.7534
998, 49.632847, 2427.1846
998, 49.63091, 2427.1846
998, 49.62901, 2427.1846
998, 49.62711, 2427.1846
999, 49.62505, 2444.9878
999, 49.62299, 2444.9878
999, 49.62093, 2444.9878
999, 49.618828, 2444.9878
1000, 49.616837, 2433.09
1000, 49.614883, 2433.09
1000, 49.61293, 2433.09
1000, 49.611015, 2433.09
1001, 49.6089, 2450.9805
1001, 49.606823, 2450.9805
1001, 49.604664, 2450.9805
1001, 49.602547, 2450.9805
1002, 49.60061, 2427.1846
1002, 49.59871, 2427.1846
1002, 49.596848, 2427.1846
1003, 49.580036, 3246.7534
1003, 49.563545, 3246.7534
1003, 49.547054, 3246.7534
1004, 49.531113, 3225.8064
1004, 49.51517, 3225.8064
1004, 49.49954, 3225.8064
1005, 49.48364, 3236.246
1005, 49.46774, 3236.246
1005, 49.45184, 3236.246
1006, 49.435112, 3267.9739
1006, 49.418056, 3267.9739
1006, 49.401, 3267.9739
1006, 49.384922, 3267.9739
1007, 49.38293, 2433.09
1007, 49.380978, 2433.09
1007, 49.379025, 2433.09
1008, 49.362576, 3257.3289
1008, 49.345802, 3257.3289
1008, 49.32903, 3257.3289
1009, 49.31313, 3236.246
1009, 49.29754, 3236.246
1009, 49.281948, 3236.246
1009, 49.26605, 3236.246
1010, 49.26399, 2444.9878
1010, 49.26193, 2444.9878
1010, 49.25987, 2444.9878
1010, 49.25781, 2444.9878
1011, 49.255817, 2433.09
1011, 49.253902, 2433.09
1011, 49.25195, 2433.09
1011, 49.249996, 2433.09
1012, 49.247936, 2444.9878
1012, 49.245834, 2444.9878
1012, 49.243774, 2444.9878
1012, 49.241714, 2444.9878
1013, 49.23983, 2421.3076
1013, 49.237984, 2421.3076
1013, 49.236137, 2421.3076
1013, 49.234253, 2421.3076
1014, 49.23242, 2415.459
1014, 49.23066, 2415.459
1014, 49.228863, 2415.459
1015, 49.21209, 3257.3289
1015, 49.19564, 3257.3289
1015, 49.17919, 3257.3289
1015, 49.163067, 3257.3289
1016, 49.160984, 2439.0244
1016, 49.15894, 2439.0244
1016, 49.156975, 2439.0244
1017, 49.140762, 3236.246
1017, 49.124863, 3236.246
1017, 49.108963, 3236.246
1018, 49.092472, 3246.7534
1018, 49.07598, 3246.7534
1018, 49.05981, 3246.7534
1019, 49.04364, 3246.7534
1019, 49.02747, 3246.7534
1019, 49.0113, 3246.7534
1019, 48.99544, 3246.7534
1020, 48.993435, 2439.0244
1020, 48.99139, 2439.0244
1020, 48.989384, 2439.0244
1021, 48.973442, 3225.8064
1021, 48.95781, 3225.8064
1021, 48.942177, 3225.8064
1022, 48.925964, 3236.246
1022, 48.90975, 3236.246
1022, 48.893852, 3236.246
1022, 48.87764, 3236.246
1023, 48.875633, 2439.0244
1023, 48.87359, 2439.0244
1023, 48.871582, 2439.0244
1023, 48.869576, 2439.0244
1024, 48.86769, 2421.3076
1024, 48.865845, 2421.3076
1024, 48.86396, 2421.3076
1024, 48.862114, 2421.3076
1025, 48.860176, 2427.1846
1025, 48.858276, 2427.1846
1025, 48.85634, 2427.1846
1025, 48.85444, 2427.1846
1026, 48.852486, 2433.09
1026, 48.850533, 2433.09
1026, 48.84858, 2433.09
1026, 48.846664, 2433.09
1027, 48.844604, 2444.9878
1027, 48.842545, 2444.9878
1027, 48.840443, 2444.9878
1027, 48.838383, 2444.9878
1028, 48.83655, 2415.459
1028, 48.83479, 2415.459
1028, 48.833027, 2415.459
1029, 48.816254, 3257.3289
1029, 48.79948, 3257.3289
1029, 48.78303, 3257.3289
1029, 48.766582, 3257.3289
1030, 48.76463, 2433.09
1030, 48.762714, 2433.09
1030, 48.76076, 2433.09
1031, 48.744034, 3267.9739
1031, 48.72698, 3267.9739
1031, 48.71058, 3267.9739
1032, 48.69441, 3246.7534
1032, 48.678238, 3246.7534
1032, 48.661747, 3246.7534
1033, 48.645535, 3236.246
1033, 48.629635, 3236.246
1033, 48.613735, 3236.246
1033, 48.597836, 3236.246
1034, 48.595844, 2433.09
1034, 48.59389, 2433.09
1034, 48.591976, 2433.09
1035, 48.575203, 3257.3289
1035, 48.55843, 3257.3289
1035, 48.54198, 3257.3289
1035, 48.52553, 3257.3289
1036, 48.52358, 2433.09
1036, 48.521664, 2433.09
1036, 48.51971, 2433.09
1036, 48.517796, 2433.09
1037, 48.515736, 2444.9878
1037, 48.513676, 2444.9878
1037, 48.511574, 2444.9878
1037, 48.509514, 2444.9878
1038, 48.50765, 2415.459
1038, 48.50585, 2415.459
1038, 48.504055, 2415.459
1038, 48.50226, 2415.459
1039, 48.5002, 2444.9878
1039, 48.498177, 2444.9878
1039, 48.496117, 2444.9878
1039, 48.494015, 2444.9878
1040, 48.492096, 2421.3076
1040, 48.49021, 2421.3076
1040, 48.488365, 2421.3076
1040, 48.48648, 2421.3076
1041, 48.48458, 2427.1846
1041, 48.48268, 2427.1846
1041, 48.48078, 2427.1846
1041, 48.47892, 2427.1846
1042, 48.476875, 2439.0244
1042, 48.47483, 2439.0244
1042, 48.472866, 2439.0244
1043, 48.456654, 3236.246
1043, 48.440754, 3236.246
1043, 48.424854, 3236.246
1043, 48.408955, 3236.246
1044, 48.406963, 2433.09
1044, 48.40501, 2433.09
1044, 48.403095, 2433.09
1045, 48.386646, 3257.3289
1045, 48.370197, 3257.3289
1045, 48.35375, 3257.3289
1046, 48.33785, 3236.246
1046, 48.32195, 3236.246
1046, 48.30605, 3236.246
1046, 48.29015, 3236.246
1047, 48.28809, 2444.9878
1047, 48.28603, 2444.9878
1047, 48.284008, 2444.9878
1047, 48.281906, 2444.9878
1048, 48.279987, 2421.3076
1048, 48.278103, 2421.3076
1048, 48.27622, 2421.3076
1049, 48.260277, 3225.8064
1049, 48.244335, 3225.8064
1049, 48.228394, 3225.8064
1049, 48.21276, 3225.8064
1050, 48.210915, 2421.3076
1050, 48.20907, 2421.3076
1050, 48.207222, 2421.3076
1050, 48.205376, 2421.3076
1051, 48.203438, 2427.1846
1051, 48.201538, 2427.1846
1051, 48.19964, 2427.1846
1051, 48.19774, 2427.1846
1051, 48.195877, 2427.1846
1052, 48.195908, 1945.5253
1052, 48.19594, 1945.5253
1052, 48.19597, 1945.5253
1052, 48.196, 1945.5253
1053, 48.193977, 2444.9878
1053, 48.191875, 2444.9878
1053, 48.189774, 2444.9878
1053, 48.18767, 2444.9878
1054, 48.18584, 2415.459
1054, 48.184044, 2415.459
1054, 48.182213, 2415.459
1054, 48.180416, 2415.459
1055, 48.17841, 2439.0244
1055, 48.176403, 2439.0244
1055, 48.17436, 2439.0244
1055, 48.17235, 2439.0244
1056, 48.170307, 2439.0244
1056, 48.168262, 2439.0244
1056, 48.166218, 2439.0244
1057, 48.150276, 3225.8064
1057, 48.134335, 3225.8064
1057, 48.118393, 3225.8064
1057, 48.10245, 3225.8064
1058, 48.100605, 2421.3076
1058, 48.09876, 2421.3076
1058, 48.096912, 2421.3076
1058, 48.095066, 2421.3076
1059, 48.09318, 2421.3076
1059, 48.091335, 2421.3076
1059, 48.08949, 2421.3076
1059, 48.087643, 2421.3076
1060, 48.08565, 2433.09
1060, 48.083736, 2433.09
1060, 48.08182, 2433.09
1061, 48.065144, 3278.6885
1061, 48.048134, 3278.6885
1061, 48.03079, 3278.6885
1061, 48.01378, 3278.6885
1061, 47.99677, 3278.6885
1062, 47.9968, 1945.5253
1062, 47.99683, 1945.5253
1062, 47.99686, 1945.5253
1062, 47.99689, 1945.5253
1063, 47.99483, 2444.9878
1063, 47.99277, 2444.9878
1063, 47.99071, 2444.9878
1063, 47.98865, 2444.9878
1063, 47.98659, 2444.9878
1064, 47.98662, 1945.5253
1064, 47.986652, 1945.5253
1064, 47.986683, 1945.5253
1064, 47.986713, 1945.5253
1064, 47.986744, 1945.5253
1065, 47.986786, 1937.9846
1065, 47.986828, 1937.9846
1065, 47.986866, 1937.9846
1065, 47.986904, 1937.9846
1065, 47.986942, 1937.9846
1066, 47.986977, 1941.7474
1066, 47.98701, 1941.7474
1066, 47.987045, 1941.7474
1066, 47.98708, 1941.7474
1067, 47.985035, 2439.0244
1067, 47.98299, 2439.0244
1067, 47.980984, 2439.0244
1067, 47.97894, 2439.0244
1068, 47.977, 2427.1846
1068, 47.97514, 2427.1846
1068, 47.97324, 2427.1846
1068, 47.97134, 2427.1846
1069, 47.969334, 2439.0244
1069, 47.967327, 2439.0244
1069, 47.965282, 2439.0244
1069, 47.963238, 2439.0244
1070, 47.961353, 2421.3076
1070, 47.95947, 2421.3076
1070, 47.957623, 2421.3076
1070, 47.955738, 2421.3076
1071, 47.953854, 2421.3076
1071, 47.95197, 2421.3076
1071, 47.950123, 2421.3076
1071, 47.94824, 2421.3076
1072, 47.94634, 2427.1846
1072, 47.94444, 2427.1846
1072, 47.942577, 2427.1846
1072, 47.94064, 2427.1846
1073, 47.938595, 2439.0244
1073, 47.93655, 2439.0244
1073, 47.934544, 2439.0244
1073, 47.9325, 2439.0244
1073, 47.930534, 2439.0244
1074, 47.930565, 1945.5253
1074, 47.930595, 1945.5253
1074, 47.930626, 1945.5253
1074, 47.930656, 1945.5253
1074, 47.930687, 1945.5253
1075, 47.930733, 1934.2361
1075, 47.93078, 1934.2361
1075, 47.930824, 1934.2361
1075, 47.93087, 1934.2361
1075, 47.930916, 1934.2361
1075, 47.93096, 1934.2361
1076, 47.932487, 1620.7456
1076, 47.933983, 1620.7456
1076, 47.93548, 1620.7456
1076, 47.936947, 1620.7456
1077, 47.934956, 2433.09
1077, 47.933002, 2433.09
1077, 47.93105, 2433.09
1077, 47.929134, 2433.09
1077, 47.92718, 2433.09
1078, 47.9272, 1956.9471
1078, 47.92722, 1956.9471
1078, 47.92724, 1956.9471
1078, 47.927258, 1956.9471
1079, 47.925266, 2433.09
1079, 47.923313, 2433.09
1079, 47.92136, 2433.09
1079, 47.919445, 2433.09
1080, 47.917385, 2444.9878
1080, 47.915283, 2444.9878
1080, 47.91318, 2444.9878
1081, 47.89755, 3225.8064
1081, 47.881916, 3225.8064
1081, 47.866283, 3225.8064
1081, 47.85065, 3225.8064
1082, 47.848713, 2427.1846
1082, 47.846775, 2427.1846
1082, 47.844875, 2427.1846
1082, 47.842937, 2427.1846
1082, 47.841, 2427.1846
1083, 47.841034, 1941.7474
1083, 47.84107, 1941.7474
1083, 47.841103, 1941.7474
1083, 47.841137, 1941.7474
1084, 47.8392, 2427.1846
1084, 47.837337, 2427.1846
1084, 47.8354, 2427.1846
1084, 47.833538, 2427.1846
1084, 47.83164, 2427.1846
1085, 47.83166, 1953.125
1085, 47.831684, 1953.125
1085, 47.831707, 1953.125
1085, 47.83173, 1953.125
1085, 47.831753, 1953.125
1086, 47.831776, 1953.125
1086, 47.8318, 1953.125
1086, 47.83182, 1953.125
1086, 47.831844, 1953.125
1086, 47.831867, 1953.125
1086, 47.83189, 1953.125
1087, 47.833324, 1628.6644
1087, 47.83476, 1628.6644
1087, 47.836193, 1628.6644
1087, 47.837627, 1628.6644
1087, 47.83906, 1628.6644
1088, 47.83909, 1949.3177
1088, 47.839115, 1949.3177
1088, 47.83914, 1949.3177
1088, 47.83917, 1949.3177
1089, 47.837215, 2433.09
1089, 47.835262, 2433.09
1089, 47.833347, 2433.09
1090, 47.831394, 2433.09
1090, 47.82935, 2439.0244
1090, 47.827343, 2439.0244
1090, 47.8253, 2439.0244
1091, 47.80944, 3246.7534
1091, 47.79327, 3246.7534
1091, 47.7771, 3246.7534
1091, 47.761242, 3246.7534
1092, 47.759197, 2439.0244
1092, 47.757153, 2439.0244
1092, 47.755108, 2439.0244
1093, 47.739166, 3225.8064
1093, 47.723225, 3225.8064
1093, 47.707283, 3225.8064
1093, 47.69165, 3225.8064
1094, 47.68975, 2427.1846
1094, 47.68785, 2427.1846
1094, 47.68595, 2427.1846
1094, 47.68405, 2427.1846
1094, 47.68215, 2427.1846
1095, 47.682175, 1953.125
1095, 47.682198, 1953.125
1095, 47.68222, 1953.125
1095, 47.682243, 1953.125
1096, 47.6802, 2439.0244
1096, 47.678192, 2439.0244
1096, 47.676147, 2439.0244
1096, 47.67414, 2439.0244
1096, 47.672134, 2439.0244
1097, 47.67217, 1941.7474
1097, 47.672203, 1941.7474
1097, 47.672237, 1941.7474
1097, 47.67227, 1941.7474
1097, 47.672306, 1941.7474
1098, 47.672333, 1949.3177
1098, 47.67236, 1949.3177
1098, 47.672386, 1949.3177
1098, 47.672413, 1949.3177
1099, 47.67244, 1949.3177
1099, 47.672474, 1941.7474
1099, 47.67251, 1941.7474
1099, 47.672543, 1941.7474
1099, 47.672577, 1941.7474
1100, 47.67064, 2427.1846
1100, 47.66874, 2427.1846
1100, 47.66684, 2427.1846
1100, 47.66494, 2427.1846
1101, 47.662987, 2433.09
1101, 47.66107, 2433.09
1101, 47.659157, 2433.09
1102, 47.642708, 3257.3289
1102, 47.62626, 3257.3289
1102, 47.60981, 3257.3289
1102, 47.59336, 3257.3289
1103, 47.591408, 2433.09
1103, 47.589455, 2433.09
1103, 47.5875, 2433.09
1104, 47.571102, 3267.9739
1104, 47.554375, 3267.9739
1104, 47.53732, 3267.9739
1104, 47.52059, 3267.9739
1105, 47.518692, 2427.1846
1105, 47.516792, 2427.1846
1105, 47.514893, 2427.1846
1105, 47.512955, 2427.1846
1106, 47.51107, 2421.3076
1106, 47.509224, 2421.3076
1106, 47.50734, 2421.3076
1106, 47.505493, 2421.3076
1107, 47.503555, 2427.1846
1107, 47.501617, 2427.1846
1107, 47.49968, 2427.1846
1107, 47.49778, 2427.1846
1108, 47.49579, 2433.09
1108, 47.493874, 2433.09
1108, 47.49192, 2433.09
1108, 47.490005, 2433.09
1109, 47.487946, 2444.9878
1109, 47.485886, 2444.9878
1109, 47.483784, 2444.9878
1109, 47.48168, 2444.9878
1109, 47.47962, 2444.9878
1110, 47.479664, 1937.9846
1110, 47.479702, 1937.9846
1110, 47.47974, 1937.9846
1110, 47.47978, 1937.9846
1110, 47.479816, 1937.9846
1111, 47.479847, 1945.5253
1111, 47.479877, 1945.5253
1111, 47.479908, 1945.5253
1111, 47.47994, 1945.5253
1112, 47.47804, 2427.1846
1112, 47.4761, 2427.1846
1112, 47.47424, 2427.1846
1112, 47.47234, 2427.1846
1113, 47.470295, 2439.0244
1113, 47.46829, 2439.0244
1113, 47.46628, 2439.0244
1114, 47.464317, 2439.0244
1114, 47.46238, 2427.1846
1114, 47.46048, 2427.1846
1114, 47.45858, 2427.1846
1115, 47.44241, 3246.7534
1115, 47.42624, 3246.7534
1115, 47.41007, 3246.7534
1115, 47.393898, 3246.7534
1116, 47.391907, 2433.09
1116, 47.389954, 2433.09
1116, 47.388, 2433.09
1117, 47.3716, 3267.9739
1117, 47.3552, 3267.9739
1117, 47.338802, 3267.9739
1117, 47.322075, 3267.9739
1118, 47.32003, 2439.0244
1118, 47.318024, 2439.0244
1118, 47.31598, 2439.0244
1118, 47.313972, 2439.0244
1119, 47.312035, 2427.1846
1119, 47.310097, 2427.1846
1119, 47.30816, 2427.1846
1119, 47.306297, 2427.1846
1120, 47.30436, 2427.1846
1120, 47.302498, 2427.1846
1120, 47.3006, 2427.1846
1120, 47.298737, 2427.1846
1121, 47.296745, 2433.09
1121, 47.29483, 2433.09
1121, 47.292915, 2433.09
1121, 47.291, 2433.09
1122, 47.288925, 2450.9805
1122, 47.286766, 2450.9805
1122, 47.284607, 2450.9805
1122, 47.28249, 2450.9805
1122, 47.280373, 2450.9805
1123, 47.280415, 1937.9846
1123, 47.280457, 1937.9846
1123, 47.280495, 1937.9846
1123, 47.280537, 1937.9846
1124, 47.278652, 2421.3076
1124, 47.276768, 2421.3076
1124, 47.27492, 2421.3076
1124, 47.273075, 2421.3076
1125, 47.271137, 2427.1846
1125, 47.269238, 2427.1846
1125, 47.2673, 2427.1846
1125, 47.2654, 2427.1846
1126, 47.263447, 2433.09
1126, 47.261456, 2433.09
1126, 47.259502, 2433.09
1126, 47.25755, 2433.09
1127, 47.255527, 2444.9878
1127, 47.253426, 2444.9878
1127, 47.251324, 2444.9878
1128, 47.235382, 3225.8064
1128, 47.21944, 3225.8064
1128, 47.203808, 3225.8064
1129, 47.187595, 3236.246
1129, 47.171696, 3236.246
1129, 47.155796, 3236.246
1129, 47.140205, 3236.246
1130, 47.138214, 2433.09
1130, 47.13626, 2433.09
1130, 47.134346, 2433.09
1130, 47.13243, 2433.09
1131, 47.130314, 2450.9805
1131, 47.128155, 2450.9805
1131, 47.125996, 2450.9805
1131, 47.12388, 2450.9805
1132, 47.12176, 2450.9805
1132, 47.12179, 1945.5253
1132, 47.121822, 1945.5253
1132, 47.121853, 1945.5253
1133, 47.105362, 3246.7534
1133, 47.08919, 3246.7534
1133, 47.07302, 3246.7534
1133, 47.05685, 3246.7534
1133, 47.04068, 3246.7534
1134, 47.040707, 1949.3177
1134, 47.040733, 1949.3177
1134, 47.04076, 1949.3177
1134, 47.040787, 1949.3177
1134, 47.040813, 1949.3177
1135, 47.040855, 1937.9846
1135, 47.040897, 1937.9846
1135, 47.04094, 1937.9846
1135, 47.040977, 1937.9846
1136, 47.039024, 2433.09
1136, 47.03707, 2433.09
1136, 47.035194, 2433.09
1136, 47.03324, 2433.09
1137, 47.031166, 2450.9805
1137, 47.02905, 2450.9805
1137, 47.02693, 2450.9805
1137, 47.024857, 2450.9805
1138, 47.02292, 2427.1846
1138, 47.021057, 2427.1846
1138, 47.01912, 2427.1846
1138, 47.01722, 2427.1846
1139, 47.015175, 2439.0244
1139, 47.01313, 2439.0244
1139, 47.011166, 2439.0244
1140, 46.994953, 3236.246
1140, 46.979053, 3236.246
1140, 46.963154, 3236.246
1140, 46.947254, 3236.246
1141, 46.9453, 2433.09
1141, 46.943424, 2433.09
1141, 46.94147, 2433.09
1141, 46.939556, 2433.09
1142, 46.93744, 2450.9805
1142, 46.93532, 2450.9805
1142, 46.933247, 2450.9805
1142, 46.931087, 2450.9805
1143, 46.92915, 2427.1846
1143, 46.92721, 2427.1846
1143, 46.925312, 2427.1846
1143, 46.923412, 2427.1846
1144, 46.92142, 2433.09
1144, 46.919468, 2433.09
1144, 46.917515, 2433.09
1144, 46.91556, 2433.09
1144, 46.913647, 2433.09
1145, 46.913666, 1956.9471
1145, 46.913685, 1956.9471
1145, 46.913704, 1956.9471
1145, 46.913723, 1956.9471
1146, 46.91184, 2421.3076
1146, 46.909992, 2421.3076
1146, 46.908146, 2421.3076
1146, 46.9063, 2421.3076
1146, 46.904488, 2421.3076
1147, 46.904522, 1941.7474
1147, 46.904556, 1941.7474
1147, 46.90459, 1941.7474
1147, 46.904625, 1941.7474
1147, 46.90466, 1941.7474
1148, 46.904686, 1949.3177
1148, 46.904713, 1949.3177
1148, 46.90474, 1949.3177
1148, 46.904766, 1949.3177
1149, 46.90283, 2427.1846
1149, 46.90093, 2427.1846
1149, 46.89903, 2427.1846
1149, 46.897167, 2427.1846
1150, 46.895176, 2433.09
1150, 46.893223, 2433.09
1150, 46.89127, 2433.09
1150, 46.889355, 2433.09
1151, 46.88735, 2439.0244
1151, 46.885384, 2439.0244
1151, 46.88334, 2439.0244
1151, 46.881332, 2439.0244
1152, 46.879395, 2427.1846
1152, 46.877495, 2427.1846
1152, 46.875557, 2427.1846
1153, 46.859615, 3225.8064
1153, 46.843674, 3225.8064
1153, 46.827732, 3225.8064
1153, 46.81179, 3225.8064
1153, 46.79585, 3225.8064
1154, 46.79589, 1937.9846
1154, 46.79593, 1937.9846
1154, 46.795967, 1937.9846
1154, 46.796005, 1937.9846
1154, 46.796043, 1937.9846
1155, 46.796074, 1945.5253
1155, 46.796104, 1945.5253
1155, 46.796135, 1945.5253
1155, 46.796165, 1945.5253
1156, 46.79428, 2421.3076
1156, 46.792435, 2421.3076
1156, 46.79055, 2421.3076
1156, 46.788704, 2421.3076
1156, 46.78682, 2421.3076
1157, 46.786854, 1941.7474
1157, 46.78689, 1941.7474
1157, 46.786922, 1941.7474
1157, 46.786957, 1941.7474
1157, 46.78699, 1941.7474
1157, 46.787025, 1941.7474
1158, 46.78855, 1620.7456
1158, 46.79002, 1620.7456
1158, 46.791515, 1620.7456
1158, 46.79304, 1620.7456
1158, 46.794537, 1620.7456
1159, 46.794563, 1949.3177
1159, 46.79459, 1949.3177
1159, 46.794617, 1949.3177
1159, 46.794643, 1949.3177
1160, 46.79276, 2421.3076
1160, 46.790913, 2421.3076
1160, 46.78903, 2421.3076
1160, 46.78718, 2421.3076
1161, 46.78523, 2433.09
1161, 46.783314, 2433.09
1161, 46.78136, 2433.09
1161, 46.779446, 2433.09
1162, 46.777386, 2444.9878
1162, 46.775326, 2444.9878
1162, 46.773224, 2444.9878
1162, 46.771122, 2444.9878
1163, 46.769306, 2409.6387
1163, 46.767525, 2409.6387
1163, 46.765743, 2409.6387
1163, 46.76396, 2409.6387
1163, 46.762215, 2409.6387
1164, 46.762257, 1937.9846
1164, 46.762295, 1937.9846
1164, 46.762333, 1937.9846
1164, 46.762375, 1937.9846
1165, 46.760544, 2415.459
1165, 46.758747, 2415.459
